price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
625000,2,3,FALSE,211.81884,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
359000,2,2,FALSE,184.87697,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,2
630000,3,2,TRUE,230.39944,FALSE,FALSE,FALSE,2,FALSE,FALSE,4,3
205000,2,2,FALSE,111.4836,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,1
539500,3,3,TRUE,211.81884,FALSE,FALSE,FALSE,2,TRUE,TRUE,12,2
261000,3,2,FALSE,169.08346,FALSE,FALSE,TRUE,1,TRUE,TRUE,1,1
423000,3,2,TRUE,183.01891,FALSE,FALSE,TRUE,2,FALSE,FALSE,11,2
513000,3,2,TRUE,179.30279,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,2
690000,2,4,TRUE,225.75429,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,4
455000,2,2,FALSE,128.20614,FALSE,FALSE,FALSE,1,TRUE,FALSE,2,2
849990,3,4,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,4
340000,3,2,FALSE,114.27069,FALSE,FALSE,FALSE,1,FALSE,FALSE,2,2
225000,3,2,TRUE,206.24466,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,1
250000,1,1,FALSE,95.69009,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
315000,2,1,FALSE,164.43831,FALSE,FALSE,FALSE,2,FALSE,TRUE,10,2
799990,2,5,FALSE,264.77355,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,4
450000,2,2,FALSE,142.14159,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,2
425000,3,2,TRUE,160.72219,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,4
489900,2,2,FALSE,156.07704,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,3
438000,2,3,TRUE,217.39302,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,4
292000,2,3,FALSE,149.57383,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,1
730000,3,3,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
245000,2,1,FALSE,110.55457,FALSE,FALSE,TRUE,2,FALSE,FALSE,7,2
426500,3,4,FALSE,250.8381,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
499000,2,2,TRUE,117.98681,FALSE,FALSE,FALSE,1,FALSE,TRUE,3,3
395000,3,2,FALSE,165.36734,FALSE,FALSE,FALSE,2,FALSE,FALSE,10,2
863000,3,4,TRUE,260.1284,TRUE,FALSE,FALSE,1,TRUE,TRUE,9,3
460000,3,2,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
157000,1,1,FALSE,80.82561,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
589000,3,2,TRUE,178.37376,FALSE,FALSE,TRUE,1,TRUE,TRUE,8,3
372500,3,2,FALSE,147.71577,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,2
630000,3,4,TRUE,248.05101,FALSE,FALSE,FALSE,2,FALSE,FALSE,7,3
425000,3,2,TRUE,212.74787,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
162950,1,3,FALSE,88.25785,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
475000,3,4,FALSE,196.95436,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,3
302000,3,2,FALSE,202.52854,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
220500,1,1,FALSE,91.97397,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,3
400000,3,3,FALSE,248.05101,FALSE,TRUE,FALSE,1,TRUE,FALSE,6,1
212500,1,1,FALSE,95.69009,FALSE,FALSE,FALSE,2,FALSE,TRUE,6,1
496700,2,3,FALSE,161.65122,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,3
230000,3,1,FALSE,179.30279,TRUE,FALSE,FALSE,2,FALSE,FALSE,5,1
802945,3,4,FALSE,371.612,FALSE,FALSE,FALSE,3,TRUE,FALSE,4,3
215000,3,2,FALSE,139.3545,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
395000,1,3,TRUE,125.41905,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,3
560000,2,3,FALSE,176.5157,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,4
509000,1,3,FALSE,179.30279,FALSE,FALSE,FALSE,1,TRUE,FALSE,7,4
495000,3,2,TRUE,232.2575,FALSE,TRUE,FALSE,3,TRUE,TRUE,5,1
621000,2,2,FALSE,124.49002,FALSE,FALSE,FALSE,1,FALSE,FALSE,10,4
537000,3,2,TRUE,144.92867999999999,FALSE,FALSE,FALSE,2,FALSE,FALSE,8,4
715000,2,5,TRUE,284.28318,FALSE,FALSE,FALSE,3,TRUE,FALSE,11,4
300000,2,2,FALSE,157.9351,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,1
365070,3,2,FALSE,232.814918,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
370000,1,2,TRUE,118.91584,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
525000,1,2,FALSE,89.18688,TRUE,FALSE,FALSE,1,TRUE,TRUE,9,4
810000,3,4,TRUE,329.80565,FALSE,FALSE,FALSE,3,TRUE,FALSE,10,2
1153000,2,5,TRUE,351.17334,FALSE,TRUE,FALSE,3,TRUE,TRUE,9,4
185000,2,2,FALSE,139.3545,FALSE,FALSE,FALSE,1,TRUE,TRUE,4,1
425000,2,3,TRUE,232.2575,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,2
245000,2,2,TRUE,184.87697,FALSE,FALSE,FALSE,3,FALSE,TRUE,9,1
250000,3,1,FALSE,143.99965,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,1
510000,2,5,FALSE,235.97362,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
725000,2,4,FALSE,331.66371,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
390000,1,1,TRUE,173.72861,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,2
225000,2,2,TRUE,201.59951,FALSE,FALSE,FALSE,2,TRUE,TRUE,2,2
1040890,3,4,FALSE,388.33454,FALSE,FALSE,FALSE,3,FALSE,FALSE,10,4
555000,3,3,TRUE,200.67048,TRUE,FALSE,FALSE,2,TRUE,TRUE,3,4
675000,2,2,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
464050,1,2,FALSE,72.46433999999999,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,3
389000,2,3,TRUE,125.41905,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
542000,3,2,TRUE,176.5157,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,4
345000,1,1,FALSE,100.33524,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,3
275000,1,2,TRUE,119.84487,FALSE,FALSE,FALSE,2,FALSE,TRUE,12,2
670000,3,3,FALSE,265.70258,FALSE,FALSE,TRUE,2,TRUE,FALSE,7,3
739900,3,3,FALSE,305.65087,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
650000,3,4,FALSE,245.26391999999998,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,4
785000,3,4,FALSE,303.79281,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,3
1150000,3,3,TRUE,216.46399,FALSE,TRUE,FALSE,2,TRUE,TRUE,4,3
475000,1,1,FALSE,85.47076,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,2
525000,2,2,FALSE,139.3545,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,4
845000,3,5,FALSE,267.56064,FALSE,FALSE,FALSE,2,TRUE,TRUE,10,4
653000,3,2,FALSE,289.85735999999997,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,4
759900,3,3,FALSE,278.709,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
488000,3,2,FALSE,187.66406,FALSE,FALSE,FALSE,2,FALSE,FALSE,5,3
295000,2,1,FALSE,139.3545,TRUE,FALSE,FALSE,1,TRUE,TRUE,8,3
229900,2,2,FALSE,102.1933,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,1
450000,2,2,TRUE,170.01248999999999,FALSE,TRUE,FALSE,1,TRUE,TRUE,9,3
1072500,2,3,TRUE,268.48967,TRUE,TRUE,FALSE,2,TRUE,FALSE,10,1
185000,1,2,FALSE,129.13517,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
729000,3,4,FALSE,247.12198,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
455000,3,2,TRUE,208.10272,FALSE,FALSE,FALSE,2,TRUE,TRUE,5,2
765000,2,4,FALSE,214.60593,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
680000,3,4,FALSE,292.64445,FALSE,FALSE,FALSE,3,FALSE,FALSE,9,4
290000,2,1,TRUE,137.49644,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,1
580000,2,3,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
760000,3,3,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,4
920000,3,5,FALSE,348.38625,FALSE,FALSE,FALSE,3,FALSE,FALSE,5,4
595000,3,2,TRUE,195.09629999999999,TRUE,TRUE,FALSE,2,TRUE,FALSE,11,3
470000,2,3,FALSE,199.74145,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
279000,2,2,TRUE,165.36734,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,1
317000,2,3,FALSE,170.94152,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
585000,3,3,FALSE,222.9672,FALSE,FALSE,FALSE,3,TRUE,FALSE,5,3
229000,2,2,FALSE,163.50928,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,2
910000,2,3,TRUE,202.52854,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,4
229950,2,1,FALSE,95.69009,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,1
562000,3,3,FALSE,259.663885,FALSE,FALSE,FALSE,3,FALSE,FALSE,6,2
229500,2,2,FALSE,168.15443,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,1
639000,3,4,FALSE,205.31563,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
265000,2,2,FALSE,144.92867999999999,FALSE,FALSE,TRUE,1,TRUE,TRUE,7,1
340000,3,3,FALSE,226.68332,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,1
256000,3,2,FALSE,190.45115,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
405000,2,2,FALSE,115.19972,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,4
210000,2,2,FALSE,147.71577,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,1
749950,3,4,FALSE,288.92833,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,3
370000,3,2,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
361500,2,2,FALSE,99.40621,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,4
445000,2,3,TRUE,195.09629999999999,FALSE,TRUE,FALSE,2,TRUE,TRUE,7,1
660000,2,4,FALSE,216.46399,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
299000,3,2,TRUE,215.53496,TRUE,FALSE,FALSE,2,FALSE,TRUE,8,2
650000,3,4,TRUE,367.89588,FALSE,FALSE,FALSE,3,TRUE,FALSE,11,2
350000,3,1,TRUE,213.6769,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
535500,2,3,FALSE,160.72219,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,3
673200,3,2,FALSE,388.33454,FALSE,FALSE,FALSE,3,FALSE,FALSE,8,4
988990,3,4,FALSE,385.54745,FALSE,FALSE,FALSE,3,TRUE,FALSE,2,4
264500,2,2,FALSE,127.27711,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
464000,2,3,TRUE,228.54138,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
475000,2,2,TRUE,165.36734,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
215000,2,2,FALSE,109.62554,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
315000,1,2,FALSE,104.05136,FALSE,FALSE,FALSE,1,FALSE,TRUE,1,2
213500,2,2,FALSE,113.34166,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,1
225000,1,2,FALSE,87.32882,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
260000,2,2,FALSE,138.332567,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,1
785000,3,5,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,4
250000,1,1,TRUE,130.0642,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,1
449500,3,2,TRUE,211.81884,FALSE,FALSE,FALSE,3,FALSE,TRUE,11,2
515000,2,3,FALSE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,4
729999,1,5,TRUE,151.43189,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,3
224500,3,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,1
959000,2,5,FALSE,308.43796,FALSE,FALSE,TRUE,2,TRUE,TRUE,3,2
398000,1,1,FALSE,54.81277,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,2
738950,3,3,FALSE,209.96078,TRUE,FALSE,FALSE,2,TRUE,TRUE,8,4
190000,1,1,FALSE,66.89016,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
689800,2,3,TRUE,222.03817,FALSE,FALSE,TRUE,2,TRUE,TRUE,6,2
152500,3,1,FALSE,160.72219,FALSE,FALSE,FALSE,1,FALSE,FALSE,12,1
775000,2,4,FALSE,329.80565,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
330000,2,2,FALSE,198.81242,FALSE,FALSE,FALSE,1,FALSE,TRUE,1,2
339900,2,2,FALSE,111.4836,FALSE,FALSE,TRUE,1,FALSE,TRUE,6,2
235000,2,2,FALSE,89.18688,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,2
490000,3,3,TRUE,314.94117,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,3
825000,2,2,TRUE,186.73503,FALSE,FALSE,TRUE,1,TRUE,FALSE,5,3
222000,2,2,FALSE,111.4836,FALSE,FALSE,FALSE,2,FALSE,TRUE,8,1
250000,2,2,FALSE,97.54814999999999,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,1
340500,2,3,TRUE,285.21220999999997,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,1
350000,1,1,TRUE,150.50286,FALSE,FALSE,TRUE,1,FALSE,TRUE,6,2
442000,1,1,FALSE,91.97397,FALSE,TRUE,FALSE,1,FALSE,FALSE,10,2
430000,3,2,TRUE,169.08346,FALSE,FALSE,FALSE,2,TRUE,TRUE,11,2
608000,2,3,TRUE,222.9672,FALSE,FALSE,FALSE,2,FALSE,FALSE,3,2
269950,2,2,TRUE,141.21256,FALSE,FALSE,FALSE,2,TRUE,TRUE,7,2
505000,1,2,TRUE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,3
655000,3,2,TRUE,201.59951,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
395000,2,3,FALSE,233.18653,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,1
349000,2,2,TRUE,166.29637,FALSE,FALSE,TRUE,1,TRUE,TRUE,3,1
241450,2,2,FALSE,102.1933,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,2
560000,3,3,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,4
288000,1,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,TRUE,FALSE,8,2
490000,2,2,TRUE,178.37376,FALSE,TRUE,FALSE,1,TRUE,TRUE,5,2
494000,3,2,TRUE,166.29637,FALSE,FALSE,FALSE,2,TRUE,TRUE,3,2
268000,1,2,TRUE,128.20614,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
315000,1,1,FALSE,90.11591,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
410000,3,3,TRUE,183.01891,FALSE,FALSE,FALSE,2,FALSE,TRUE,6,2
300000,2,3,TRUE,264.77355,FALSE,FALSE,FALSE,3,FALSE,TRUE,2,1
553000,2,2,TRUE,123.56099,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,3
390000,2,2,FALSE,148.6448,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,2
335000,1,3,FALSE,117.98681,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,2
598780,3,2,TRUE,282.42512,FALSE,FALSE,FALSE,2,TRUE,TRUE,2,4
699000,3,5,FALSE,300.07669,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
219000,2,1,FALSE,116.12875,FALSE,FALSE,TRUE,1,FALSE,FALSE,3,1
440000,3,3,FALSE,157.00607,FALSE,FALSE,FALSE,1,TRUE,FALSE,12,2
291000,2,2,TRUE,137.49644,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,1
604000,2,2,FALSE,133.78032,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,4
690000,2,3,FALSE,175.58667,FALSE,TRUE,FALSE,2,FALSE,TRUE,12,2
400000,2,4,FALSE,172.79958,FALSE,FALSE,FALSE,2,FALSE,TRUE,8,2
235000,3,2,TRUE,134.70935,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,1
440000,2,3,FALSE,189.52212,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,2
282500,2,2,FALSE,155.14801,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
505000,2,2,FALSE,128.20614,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,4
865000,2,5,FALSE,283.35415,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
630000,3,2,TRUE,269.4187,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,2
425000,2,2,FALSE,156.07704,FALSE,FALSE,FALSE,1,TRUE,FALSE,4,2
282000,3,2,FALSE,222.03817,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
285000,2,2,FALSE,180.23182,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,1
210000,1,3,FALSE,92.903,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
628000,3,3,FALSE,241.5478,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,2
682000,3,4,FALSE,256.41228,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
570000,2,3,TRUE,130.0642,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,4
445000,2,3,FALSE,171.87055,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,4
660000,2,3,TRUE,209.96078,FALSE,FALSE,FALSE,3,FALSE,FALSE,8,3
330000,2,4,FALSE,205.31563,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,1
675000,2,3,TRUE,192.30921,FALSE,TRUE,FALSE,2,TRUE,FALSE,12,3
437500,2,1,FALSE,138.42547,FALSE,FALSE,TRUE,2,FALSE,FALSE,7,3
377000,2,1,FALSE,169.08346,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,3
449500,3,4,FALSE,223.89623,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
384205,2,3,FALSE,168.15443,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
277950,2,2,FALSE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,1
375000,3,3,FALSE,195.09629999999999,FALSE,FALSE,TRUE,2,TRUE,TRUE,1,2
402000,2,2,TRUE,134.70935,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,2
525000,3,2,TRUE,219.25108,FALSE,FALSE,FALSE,2,TRUE,TRUE,7,4
243000,1,2,TRUE,164.43831,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,1
590000,2,3,FALSE,231.32847,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
790000,2,4,FALSE,228.54138,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
515000,2,3,FALSE,148.6448,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,4
315000,2,2,TRUE,175.58667,FALSE,FALSE,TRUE,1,TRUE,TRUE,2,2
418800,3,2,TRUE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
715000,3,3,TRUE,317.72826,FALSE,TRUE,TRUE,1,TRUE,TRUE,5,2
360000,2,2,TRUE,168.15443,FALSE,FALSE,TRUE,1,TRUE,TRUE,5,1
225000,2,1,FALSE,93.83203,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,1
216000,1,1,FALSE,79.89658,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,1
900000,3,3,FALSE,280.56706,TRUE,FALSE,FALSE,3,FALSE,FALSE,6,4
426000,2,2,TRUE,205.31563,TRUE,FALSE,FALSE,2,TRUE,FALSE,4,1
345000,1,2,FALSE,90.11591,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,2
470000,3,3,FALSE,231.32847,FALSE,FALSE,FALSE,1,TRUE,FALSE,2,2
445000,2,3,FALSE,205.31563,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,2
595000,2,3,FALSE,305.65087,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
450000,1,2,FALSE,160.72219,FALSE,FALSE,FALSE,2,FALSE,FALSE,5,3
680000,3,3,TRUE,226.68332,FALSE,FALSE,FALSE,3,TRUE,FALSE,3,2
397990,2,2,FALSE,109.62554,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,3
900000,2,5,FALSE,315.8702,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
224500,2,2,FALSE,120.7739,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,1
345000,2,2,FALSE,157.00607,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,2
453000,1,2,TRUE,107.76748,FALSE,FALSE,FALSE,1,TRUE,FALSE,11,3
1151250,3,4,FALSE,180.23182,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
675000,2,5,TRUE,276.85094,FALSE,FALSE,FALSE,3,FALSE,TRUE,5,4
450000,2,2,FALSE,230.39944,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
300000,1,2,FALSE,106.83845,FALSE,FALSE,FALSE,1,TRUE,FALSE,8,2
890000,3,3,TRUE,257.34131,FALSE,FALSE,FALSE,3,TRUE,TRUE,3,3
525000,3,4,TRUE,367.89588,FALSE,FALSE,FALSE,3,TRUE,FALSE,11,2
171500,2,1,FALSE,106.83845,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,1
623000,2,3,FALSE,190.45115,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,4
550000,2,3,FALSE,176.5157,TRUE,FALSE,FALSE,2,TRUE,FALSE,6,4
330000,2,2,FALSE,122.63195999999999,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,3
355000,2,2,FALSE,147.71577,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,3
863000,3,5,FALSE,382.76036,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,4
289000,1,2,TRUE,191.008568,FALSE,FALSE,FALSE,1,TRUE,TRUE,4,1
1140000,3,4,FALSE,307.50893,TRUE,FALSE,TRUE,2,TRUE,FALSE,6,3
425996,3,4,FALSE,238.574904,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
349000,2,2,FALSE,147.71577,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,2
1155000,3,5,TRUE,276.85094,FALSE,TRUE,FALSE,2,TRUE,FALSE,6,4
365000,2,2,FALSE,265.70258,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
316000,2,2,FALSE,176.5157,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
654000,2,5,TRUE,206.24466,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
833000,3,3,TRUE,203.45757,FALSE,TRUE,FALSE,2,TRUE,TRUE,3,4
929000,3,5,FALSE,385.54745,FALSE,FALSE,FALSE,3,TRUE,FALSE,12,4
